Dataset Name,Link,Paper Link,Source / Institutions (Location),Ethics Approval,Is Age Explicitly Documented,Age Documented How,Is Age Complete,Patient Demographics / Covariates / Metadata,Sample Size,Imaging Modality(ies),Peds vs. Adult,Organ / Body Part
ds003470,https://openneuro.org/datasets/ds003470/versions/2.0.0,,com/Donders-Institute/bidscoin,,True,Patient-Level,True,"Avg. Age: 22.36 years
Age Range: 18.00 to 27.00 years","Patients: 22
Sequences: 22",MRI,Adult,Brain
ds003481,https://openneuro.org/datasets/ds003481/versions/1.0.3,,,,False,,,,"Patients: 145
Sequences: 145",MRI,,Brain
ds003484,https://openneuro.org/datasets/ds003484/versions/1.0.0,,,,False,,,,"Patients: 20
Sequences: 20",MRI,,Brain
ds003487,https://openneuro.org/datasets/ds003487/versions/2.0.0,,,,True,Patient-Level,True,"Avg. Age: 26.56 years
Age Range: 18.00 to 35.00 years","Patients: 25
Sequences: 25",MRI,Adult,Brain
ds003495,https://openneuro.org/datasets/ds003495/versions/1.0.0,,,,False,,,,"Patients: 24
Sequences: 24",MRI,,Brain
ds003499,https://openneuro.org/datasets/ds003499/versions/1.0.1,,,,True,Patient-Level,True,"Avg. Age: 15.92 years
Age Range: 8.02 to 25.87 years","Patients: 90
Sequences: 90",MRI,"Peds, Adult (>33.33%)",Brain
ds003500,https://openneuro.org/datasets/ds003500/versions/1.2.0,,,,False,,,,"Patients: 38
Sequences: 38",MRI,,Brain
ds003505,https://openneuro.org/datasets/ds003505/versions/1.1.2,https://www.nature.com/articles/s41597-021-01116-1,,,True,Patient-Level,True,"Avg. Age: 23.35 years
Age Range: 20.00 to 32.00 years","Patients: 20
Sequences: 20",MRI,Adult,Brain
ds003507,https://openneuro.org/datasets/ds003507/versions/1.0.1,,,,True,Patient-Level,True,"Avg. Age: 21.90 years
Age Range: 19.00 to 30.00 years","Patients: 21
Sequences: 21",MRI,Adult,Brain
ds003508,https://openneuro.org/datasets/ds003508/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 22.70 years
Age Range: 20.00 to 27.00 years","Patients: 57
Sequences: 57",MRI,Adult,Brain
ds003511,https://openneuro.org/datasets/ds003511/versions/1.1.2,,,,True,Patient-Level,True,"Avg. Age: 24.23 years
Age Range: 20.00 to 34.00 years","Patients: 40
Sequences: 40",MRI,Adult,Brain
ds003521,https://openneuro.org/datasets/ds003521/versions/2.2.0,https://doi.org/10.1101/487892,,,True,Patient-Level,True,"Avg. Age: 18.97 years
Age Range: 18.00 to 21.00 years","Patients: 35
Sequences: 35",MRI,Adult,Brain
ds003524,https://openneuro.org/datasets/ds003524/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 24.62 years
Age Range: 19.00 to 34.00 years","Patients: 13
Sequences: 13",MRI,Adult,Brain
ds003540,https://openneuro.org/datasets/ds003540/versions/1.0.1,,,,False,,,,"Patients: 32
Sequences: 32",MRI,,Brain
ds003542,https://openneuro.org/datasets/ds003542/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 44.50 years
Age Range: 20.00 to 66.00 years","Patients: 34
Sequences: 34",MRI,Adult,Brain
ds003545,https://openneuro.org/datasets/ds003545/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 16.29 years
Age Range: 16.00 to 17.00 years","Patients: 24
Sequences: 24",MRI,Peds,Brain
ds003548,https://openneuro.org/datasets/ds003548/versions/1.0.1,,,,False,,,,"Patients: 16
Sequences: 16",MRI,,Brain
ds003550,https://openneuro.org/datasets/ds003550/versions/1.0.2,,,"Procedures were executed in compliance with relevant laws and institutional guidelines and were approved by the local ethics committee (University of Amsterdam, The Netherlands; 2011-CP-1565).",True,Patient-Level,True,"Avg. Age: 23.66 years
Age Range: 18.00 to 33.00 years","Patients: 38
Sequences: 38",MRI,Adult,Brain
ds003553,https://openneuro.org/datasets/ds003553/versions/1.0.2,,,"Procedures were executed in compliance with relevant laws and institutional guidelines and were approved by the local ethics committee (University of Amsterdam, The Netherlands; 2010-CP-1246).",True,Patient-Level,True,"Avg. Age: 22.21 years
Age Range: 18.00 to 31.00 years","Patients: 19
Sequences: 19",MRI,Adult,Brain
ds003554,https://openneuro.org/datasets/ds003554/versions/1.0.3,,,"Procedures were executed in compliance with relevant laws and institutional guidelines and were approved by the local ethics committee (University of Amsterdam, The Netherlands; 2013-CP-2387).",True,Patient-Level,True,"Avg. Age: 20.56 years
Age Range: 18.00 to 24.00 years","Patients: 41
Sequences: 41",MRI,Adult,Brain
ds003563,https://openneuro.org/datasets/ds003563/versions/1.1.0,,,,False,,,,"Patients: 1
Sequences: 1",MRI,,Brain
ds003568,https://openneuro.org/datasets/ds003568/versions/1.0.4,,,NIH Institutional Review Board,True,Patient-Level,True,"Avg. Age: 15.82 years
Age Range: 12.00 to 19.00 years","Patients: 51
Sequences: 51",MRI,"Peds, Adult (>19.6%)",Brain
ds003569,https://openneuro.org/datasets/ds003569/versions/1.0.0,,"Data collection and analysis 
A Simens Magnetom Trio 3T MRI scanner at the Korea University Brain Imaging Center, Seoul, South Korea, was used for this study
The remaining images were first realigned for motion correction, slice timing, co-registration, and segmentation, and then spatially normalized to a standard MNI (Montreal Neurological Institute) template",,True,Patient-Level,True,"Avg. Age: 22.60 years
Age Range: 19.00 to 26.00 years","Patients: 25
Sequences: 25",MRI,Adult,Brain
ds003574,https://openneuro.org/datasets/ds003574/versions/1.0.2,,,,True,Patient-Level,True,"Avg. Age: 22.11 years
Age Range: 18.00 to 26.00 years","Patients: 18
Sequences: 18",MRI,Adult,Brain
ds003590,https://openneuro.org/datasets/ds003590/versions/1.0.2,,,,False,,,,"Patients: 1
Sequences: 1",MRI,,Brain
ds003592,https://openneuro.org/datasets/ds003592/versions/1.0.13,,,,True,Patient-Level,True,"Avg. Age: 40.94 years
Age Range: 18.00 to 89.00 years","Patients: 301
Sequences: 301",MRI,Adult,Brain
ds003604,https://openneuro.org/datasets/ds003604/versions/1.0.7,,,,False,,,,"Patients: 322
Sequences: 322",MRI,,Brain
ds003606,https://openneuro.org/datasets/ds003606/versions/1.0.0,,"MRI METHODS
All scans were acquired at the Brigham Young University MRI Research Facility on a Siemens Tim Trio 3T MRI scanner using a 32-channel receive-only head coil",,True,Patient-Level,True,"Avg. Age: 22.21 years
Age Range: 18.00 to 25.00 years","Patients: 29
Sequences: 29",MRI,Adult,Brain
ds003612,https://openneuro.org/datasets/ds003612/versions/1.0.4,,,The study was approved by the local ethics committee (Medical University of Graz) and is in accordance with the ethical standards of the Declaration of Helsinki.,True,Patient-Level,True,"Avg. Age: 24.08 years
Age Range: 19.00 to 29.00 years","Patients: 50
Sequences: 50",MRI,Adult,Brain
ds003633,https://openneuro.org/datasets/ds003633/versions/1.0.4,,,"Institutional Review Board of the Faculty of Psychology, Beijing Normal University",True,Patient-Level,True,"Avg. Age: 22.00 years
Age Range: 19.00 to 25.00 years","Patients: 11
Sequences: 11",MRI,Adult,Brain
ds003639,https://openneuro.org/datasets/ds003639/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 33.41 years
Age Range: 21.00 to 66.00 years","Patients: 29
Sequences: 29",MRI,Adult,Brain
ds003642,https://openneuro.org/datasets/ds003642/versions/1.1.0,,,,False,,,,"Patients: 3
Sequences: 3",MRI,,Brain
ds003643,https://openneuro.org/datasets/ds003643/versions/2.0.5,,"The resulting anatomical images were nonlinearly aligned to the Montreal Neurological Institute (MNI) N27 template brain
All participants were paid, and gave written informed consent prior to participation, in accordance with the IRB guidelines of Cornell University
All participants were paid, and gave written informed consent prior to participation, in accordance with the IRB guidelines of Jiangsu Normal University",,True,Patient-Level,True,"Avg. Age: 21.64 years
Age Range: 18.00 to 40.00 years","Patients: 112
Sequences: 112",MRI,Adult,Brain
ds003645,https://openneuro.org/datasets/ds003645/versions/2.0.2,,,,True,Patient-Level,False,"Avg. Age: 26.38 years
Age Range: 23.00 to 31.00 years","Patients: 18
Sequences: 18",MRI,Adult,Brain
ds003653,https://openneuro.org/datasets/ds003653/versions/1.0.0,,,The study was approved by the  University of Pittsburgh IRB. Protocol number STUDY19090330.,True,Patient-Level,True,"Avg. Age: 28.78 years
Age Range: 19.10 to 44.30 years","Patients: 87
Sequences: 87",MRI,Adult,Brain
ds003659,https://openneuro.org/datasets/ds003659/versions/2.0.4,,,,True,Task/Data Description,,Age Range: 18.00 to 50.00 years,"Patients: 3
Sequences: 3",MRI,Adult,Brain
ds003661,https://openneuro.org/datasets/ds003661/versions/1.0.0,,,,False,,,,"Patients: 5
Sequences: 5",MRI,,Brain
ds003669,https://openneuro.org/datasets/ds003669/versions/1.0.0,,,,False,,,,"Patients: 47
Sequences: 47",MRI,,Brain
ds003673,https://openneuro.org/datasets/ds003673/versions/2.0.1,,,,False,,,,"Patients: 27
Sequences: 27",MRI,,Brain
ds003688,https://openneuro.org/datasets/ds003688/versions/1.0.7,,,The study was approved by the Medical Ethical Committee of the Utrecht University Medical Center in accordance with the Declaration of Helsinki (2013),True,Patient-Level,True,"Avg. Age: 23.75 years
Age Range: 5.00 to 55.00 years","Patients: 63
Sequences: 63",MRI,"Peds, Adult (>55.55%)",Brain
ds003701,https://openneuro.org/datasets/ds003701/versions/1.0.1,,This study was designed by and the dataset collected by the Cole Neurocognition Lab at Rutgers University: https://www,,True,Patient-Level,True,"Avg. Age: 22.11 years
Age Range: 18.00 to 38.00 years","Patients: 105
Sequences: 105",MRI,Adult,Brain
ds003707,https://openneuro.org/datasets/ds003707/versions/1.0.0,,,,False,,,,"Patients: 36
Sequences: 36",MRI,,Brain
ds003709,https://openneuro.org/datasets/ds003709/versions/1.0.0,,,All participants in this study were enrolled in the Characterization and Treatment of Adolescent Depression study approved by the NIH IRB under protocol number 18-M-0037.,True,Patient-Level,True,"Avg. Age: 15.57 years
Age Range: 12.00 to 18.00 years","Patients: 51
Sequences: 51",MRI,"Peds, Adult (>3.92%)",Brain
ds003711,https://openneuro.org/datasets/ds003711/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 21.51 years
Age Range: 18.00 to 28.00 years","Patients: 35
Sequences: 35",MRI,Adult,Brain
ds003714,https://openneuro.org/datasets/ds003714/versions/1.0.1,,,,False,,,,"Patients: 1
Sequences: 1",MRI,,Brain
ds003716,https://openneuro.org/datasets/ds003716/versions/1.0.0,,,,False,,,,"Patients: 1
Sequences: 1",MRI,,Brain
ds003717,https://openneuro.org/datasets/ds003717/versions/1.1.0,,,,True,Patient-Level,True,"Avg. Age: 22.42 years
Age Range: 18.00 to 34.00 years","Patients: 60
Sequences: 60",MRI,Adult,Brain
ds003720,https://openneuro.org/datasets/ds003720/versions/1.0.1,,,,False,,,,"Patients: 5
Sequences: 5",MRI,,Brain
ds003721,https://openneuro.org/datasets/ds003721/versions/1.0.1,,,"All procedures were executed in compliance with relevant laws and institutionsal guidelines, and were approved by the Cambridge Psychological Research Ethics Committee (reference 2017.009).",True,Patient-Level,True,"Avg. Age: 22.89 years
Age Range: 18.00 to 35.00 years","Patients: 35
Sequences: 35",MRI,Adult,Brain
ds003745,https://openneuro.org/datasets/ds003745/versions/2.1.1,https://doi.org/10.1101/2021.07.29.454071,,Temple IRB #24452 ,True,Patient-Level,True,"Avg. Age: 45.28 years
Age Range: 18.00 to 80.00 years","Patients: 50
Sequences: 50",MRI,Adult,Brain
ds003752,https://openneuro.org/datasets/ds003752/versions/1.0.0,,,,False,,,,"Patients: 3
Sequences: 3",MRI,,Brain
ds003758,https://openneuro.org/datasets/ds003758/versions/1.0.2,,,,True,Patient-Level,True,"Avg. Age: 21.27 years
Age Range: 18.00 to 28.00 years","Patients: 15
Sequences: 15",MRI,Adult,Brain
ds003763,https://openneuro.org/datasets/ds003763/versions/1.0.5,,,,True,Patient-Level,True,"Avg. Age: 45.81 years
Age Range: 18.00 to 63.00 years","Patients: 62
Sequences: 62",MRI,Adult,Brain
ds003764,https://openneuro.org/datasets/ds003764/versions/1.0.5,,,,False,,,,"Patients: 60
Sequences: 60",MRI,,Brain
ds003768,https://openneuro.org/datasets/ds003768/versions/1.0.11,,,,False,,,,"Patients: 33
Sequences: 33",MRI,,Brain
ds003770,https://openneuro.org/datasets/ds003770/versions/1.2.1,10.1007/s00406-022-01462-0,,,True,Patient-Level,True,"Avg. Age: 30.75 years
Age Range: 20.00 to 46.00 years","Patients: 8
Sequences: 8",MRI,Adult,Brain
ds003772,https://openneuro.org/datasets/ds003772/versions/1.0.1,,,,True,Patient-Level,True,"Avg. Age: 22.41 years
Age Range: 18.00 to 30.00 years","Patients: 32
Sequences: 32",MRI,Adult,Brain
ds003777,https://openneuro.org/datasets/ds003777/versions/1.0.1,,,,False,,,,"Patients: 4
Sequences: 4",MRI,,Brain
ds003778,https://openneuro.org/datasets/ds003778/versions/1.0.0,,,,False,,,,"Patients: 32
Sequences: 32",MRI,,Brain
ds003782,https://openneuro.org/datasets/ds003782/versions/1.0.1,,,,False,,,,"Patients: 40
Sequences: 40",MRI,,Brain
ds003787,https://openneuro.org/datasets/ds003787/versions/1.0.1,,"The <b>New York University (NYU) Retinotopy Dataset</b> is a part of <i>'Cross-dataset reproducability of human retinotopic maps'</i> by Marc Himmelberg, Jan Kurzawski, Noah Benson, Denis Pelli, Marisa Carrasco, and Jonathan Winawer",,True,Patient-Level,True,"Avg. Age: 29.00 years
Age Range: 20.00 to 49.00 years","Patients: 44
Sequences: 44",MRI,Adult,Brain
ds003789,https://openneuro.org/datasets/ds003789/versions/2.0.0,,,,True,Patient-Level,True,"Avg. Age: 21.03 years
Age Range: 18.00 to 24.00 years","Patients: 32
Sequences: 32",MRI,Adult,Brain
ds003791,https://openneuro.org/datasets/ds003791/versions/1.0.0,,,"Institutional IRB (Protocol ARL-20098-10051, ARL 12-040, and ARL 12-041)",True,Patient-Level,True,"Avg. Age: 27.00 years
Age Range: 19.00 to 36.00 years","Patients: 49
Sequences: 49",MRI,Adult,Brain
ds003798,https://openneuro.org/datasets/ds003798/versions/1.0.5,,,,False,,,,"Patients: 117
Sequences: 117",MRI,,Brain
ds003799,https://openneuro.org/datasets/ds003799/versions/2.0.0,,com/Donders-Institute/bidscoin,The study was approved by the authorized ethics committee of the University of Graz.,True,Patient-Level,True,"Avg. Age: 22.98 years
Age Range: 19.00 to 33.00 years","Patients: 48
Sequences: 48",MRI,Adult,Brain
ds003814,https://openneuro.org/datasets/ds003814/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 32.00 years
Age Range: 28.00 to 40.00 years","Patients: 10
Sequences: 10",MRI,Adult,Brain
ds003823,https://openneuro.org/datasets/ds003823/versions/1.3.3,,,,False,,,,"Patients: 177
Sequences: 177",MRI,,Brain
ds003826,https://openneuro.org/datasets/ds003826/versions/3.0.1,10.21203/rs.3.rs-588446/v1,,Research Ethics Committee at the Institute of Applied Psychology at the Jagiellonian University and Bioethics Commission at the Polish Military Institute of Aviation Medicine,True,Patient-Level,True,"Avg. Age: 24.33 years
Age Range: 18.00 to 35.00 years","Patients: 136
Sequences: 136",MRI,Adult,Brain
ds003831,https://openneuro.org/datasets/ds003831/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 18.00 to 65.00 years,"Patients: 74
Sequences: 74",MRI,Adult,Brain
ds003834,https://openneuro.org/datasets/ds003834/versions/1.0.2,,,,True,Patient-Level,True,"Avg. Age: 27.43 years
Age Range: 25.00 to 31.00 years","Patients: 14
Sequences: 14",MRI,Adult,Brain
ds003835,https://openneuro.org/datasets/ds003835/versions/1.0.2,https://doi.org/10.1101/2020.09.29.319418,,"The study was approved by the IRB at the University of Toronto, protocol #00035787",True,Patient-Level,True,"Avg. Age: 21.75 years
Age Range: 18.00 to 27.00 years","Patients: 24
Sequences: 24",MRI,Adult,Brain
ds003836,https://openneuro.org/datasets/ds003836/versions/1.0.0,,,,False,,,,"Patients: 35
Sequences: 35",MRI,,Brain
ds003848,https://openneuro.org/datasets/ds003848/versions/1.0.3,https://doi.org/10.1101/2020.12.07.20245290,"Dataset description
This dataset is part of a bigger dataset of intracranial EEG (iEEG)  called RESPect (Registry for Epilepsy Surgery Patients), a dataset recorded at the University Medical Center of Utrecht, the Netherlands
Acknowledgements
We would like to thank the patients for providing their data for this dataset, the RESPect team of University Medical Center of Utrecht, for the acquisition of the dataset",,True,Patient-Level,True,"Avg. Age: 25.33 years
Age Range: 14.00 to 46.00 years","Patients: 6
Sequences: 6",MRI,"Peds, Adult (>50.0%)",Brain
ds003849,https://openneuro.org/datasets/ds003849/versions/1.0.0,,,,False,,,,"Patients: 92
Sequences: 92",MRI,,Brain
ds003851,https://openneuro.org/datasets/ds003851/versions/1.0.1,,,,True,Patient-Level,False,"Avg. Age: 21.32 years
Age Range: 18.00 to 30.00 years","Patients: 44
Sequences: 44",MRI,Adult,Brain
ds003858,https://openneuro.org/datasets/ds003858/versions/1.0.1,https://doi.org/10.1016/j.neuroimage.2021.118617,,,True,Patient-Level,True,"Avg. Age: 20.92 years
Age Range: 18.00 to 26.00 years","Patients: 12
Sequences: 12",MRI,Adult,Brain
ds003871,https://openneuro.org/datasets/ds003871/versions/1.0.2,,,,False,,,,"Patients: 62
Sequences: 62",MRI,,Brain
ds003872,https://openneuro.org/datasets/ds003872/versions/1.0.0,,,,False,,,,"Patients: 56
Sequences: 56",MRI,,Brain
ds003877,https://openneuro.org/datasets/ds003877/versions/1.1.1,doi.org/10.1016/j.dcn.2021.101029,,,True,Patient-Level,True,"Avg. Age: 6.68 years
Age Range: 5.50 to 7.00 years","Patients: 79
Sequences: 79",MRI,Peds,Brain
ds003892,https://openneuro.org/datasets/ds003892/versions/5.0.0,,,,False,,,,"Patients: 34
Sequences: 34",MRI,,Brain
ds003900,https://openneuro.org/datasets/ds003900/versions/1.1.1,,,,False,,,,"Patients: 1
Sequences: 1",MRI,,Brain
ds003922,https://openneuro.org/datasets/ds003922/versions/1.0.1,,,,False,,,,"Patients: 13
Sequences: 13",MRI,,Brain
ds003927,https://openneuro.org/datasets/ds003927/versions/1.0.1,,,,True,Task/Data Description,,Age Range: 26.00 to 34.00 years,"Patients: 7
Sequences: 7",MRI,Adult,Brain
ds003949,https://openneuro.org/datasets/ds003949/versions/1.0.1,,,,False,,,,"Patients: 284
Sequences: 284",MRI,,Brain
ds003950,https://openneuro.org/datasets/ds003950/versions/1.0.0,,,,False,,,,"Patients: 42
Sequences: 42",MRI,,Brain
ds003965,https://openneuro.org/datasets/ds003965/versions/1.0.0,,,,False,,,,"Patients: 1
Sequences: 1",MRI,,Brain
ds003967,https://openneuro.org/datasets/ds003967/versions/1.0.0,,,Participants provided informed consent in compliance with the ethical requirements of the Declaration of Helsinki and the protocol was approved by the Local Human Research Ethics Committee (Comité de Protection des Personnes sud Méditerranée 2),True,Patient-Level,True,"Avg. Age: 24.17 years
Age Range: 19.00 to 45.00 years","Patients: 60
Sequences: 60",MRI,Adult,Brain
ds003972,https://openneuro.org/datasets/ds003972/versions/1.0.0,doi: https://doi.org/10.1101/2020.11.12.379339,,,True,Patient-Level,True,"Avg. Age: 25.00 years
Age Range: 20.00 to 30.00 years","Patients: 8
Sequences: 8",MRI,Adult,Brain
ds003974,https://openneuro.org/datasets/ds003974/versions/3.0.0,,,,False,,,,"Patients: 52
Sequences: 52",MRI,,Brain
ds003988,https://openneuro.org/datasets/ds003988/versions/1.0.0,,,,False,,,,"Patients: 56
Sequences: 56",MRI,,Brain
ds003990,https://openneuro.org/datasets/ds003990/versions/1.0.2,,,,False,,,,"Patients: 6
Sequences: 6",MRI,,Brain
ds003993,https://openneuro.org/datasets/ds003993/versions/1.0.0,,,,False,,,,"Patients: 2
Sequences: 2",MRI,,Brain
ds003999,https://openneuro.org/datasets/ds003999/versions/1.0.2,,,,False,,,,"Patients: 29
Sequences: 29",MRI,,Brain
ds004006,https://openneuro.org/datasets/ds004006/versions/1.0.4,,,,True,Task/Data Description,,Age Range: 18.00 to 50.00 years,"Patients: 41
Sequences: 41",MRI,Adult,Brain
ds004007,https://openneuro.org/datasets/ds004007/versions/1.0.2,,,,False,,,,"Patients: 25
Sequences: 25",MRI,,Brain
ds004009,https://openneuro.org/datasets/ds004009/versions/1.0.0,,,,False,,,,"Patients: 33
Sequences: 33",MRI,,Brain
ds004021,https://openneuro.org/datasets/ds004021/versions/1.0.0,,,,False,,,,"Patients: 32
Sequences: 32",MRI,,Brain
ds004024,https://openneuro.org/datasets/ds004024/versions/1.0.1,,,,False,,,,"Patients: 13
Sequences: 13",MRI,,Brain
ds004038,https://openneuro.org/datasets/ds004038/versions/1.0.0,,,,False,,,,"Patients: 31
Sequences: 31",MRI,,Brain
ds004042,https://openneuro.org/datasets/ds004042/versions/1.0.1,,,,True,Task/Data Description,,Age Range: 18.00 to 34.00 years,"Patients: 20
Sequences: 20",MRI,Adult,Brain
ds004044,https://openneuro.org/datasets/ds004044/versions/2.0.3,,,,True,Task/Data Description,,Age Range: 18.00 to 34.00 years,"Patients: 62
Sequences: 62",MRI,Adult,Brain
ds004054,https://openneuro.org/datasets/ds004054/versions/1.0.0,https://doi.org/10.1016/j.ebiom.2022.104004,"# README

Ethics
The study was conducted in accordance with the Helsinki Protocol, and was approved by the Ethics Committee of ShanghaiTech University (IRB#2021-002) and the Ethics Committee of Shanghai Ruijin Hospital, Shanghai Jiao Tong University School of Medicine (No","The study was conducted in accordance with the Helsinki Protocol, and was approved by the Ethics Committee of ShanghaiTech University (IRB#2021-002) and the Ethics Committee of Shanghai Ruijin Hospital, Shanghai Jiao Tong University School of Medicine (No. 2016-123). For all included participants, written informed consent was provided.)",True,Patient-Level,True,"Avg. Age: 38.12 years
Age Range: 10.00 to 63.00 years","Patients: 42
Sequences: 42",MRI,"Peds, Adult (>92.85%)",Brain
ds004056,https://openneuro.org/datasets/ds004056/versions/1.0.2,,,,True,Patient-Level,True,"Avg. Age: 22.07 years
Age Range: 19.00 to 32.00 years","Patients: 29
Sequences: 29",MRI,Adult,Brain
ds004065,https://openneuro.org/datasets/ds004065/versions/1.0.0,,,,False,,,,"Patients: 20
Sequences: 20",MRI,,Brain
ds004068,https://openneuro.org/datasets/ds004068/versions/1.0.3,,,,True,Task/Data Description,,Age Range: 18.00 to 50.00 years,"Patients: 48
Sequences: 48",MRI,Adult,Brain
ds004073,https://openneuro.org/datasets/ds004073/versions/1.0.1,,,,False,,,,"Patients: 51
Sequences: 51",MRI,,Brain
ds004078,https://openneuro.org/datasets/ds004078/versions/1.2.1,,The study was conducted under the approval of the Institutional Review Board of Peking University,,True,Patient-Level,True,"Avg. Age: 25.50 years
Age Range: 23.00 to 30.00 years","Patients: 12
Sequences: 12",MRI,Adult,Brain
ds004081,https://openneuro.org/datasets/ds004081/versions/1.0.0,,,,False,,,,"Patients: 35
Sequences: 35",MRI,,Brain
ds004086,https://openneuro.org/datasets/ds004086/versions/1.2.0,,,,False,,,,"Patients: 58
Sequences: 58",MRI,,Brain
ds004091,https://openneuro.org/datasets/ds004091/versions/2.0.0,,,,True,Patient-Level,True,"Avg. Age: 29.88 years
Age Range: 21.00 to 40.00 years","Patients: 8
Sequences: 8",MRI,Adult,Brain
ds004092,https://openneuro.org/datasets/ds004092/versions/1.0.1,,,,False,,,,"Patients: 27
Sequences: 27",MRI,,Brain
ds004094,https://openneuro.org/datasets/ds004094/versions/1.0.1,,,,True,Task/Data Description,,Age Range: 18.00 to 50.00 years,"Patients: 37
Sequences: 37",MRI,Adult,Brain
ds004097,https://openneuro.org/datasets/ds004097/versions/1.1.0,,,,False,,,,"Patients: 8
Sequences: 8",MRI,,Brain
ds004101,https://openneuro.org/datasets/ds004101/versions/1.0.1,,,,True,Task/Data Description,,Age Range: 35.00 to 65.00 years,"Patients: 9
Sequences: 9",MRI,Adult,Brain
ds004102,https://openneuro.org/datasets/ds004102/versions/1.0.1,,,,False,,,,"Patients: 32
Sequences: 32",MRI,,Brain
ds004103,https://openneuro.org/datasets/ds004103/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 22.74 years
Age Range: 20.00 to 29.00 years","Patients: 66
Sequences: 66",MRI,Adult,Brain
ds004107,https://openneuro.org/datasets/ds004107/versions/1.0.0,,,,False,,,,"Patients: 8
Sequences: 8",MRI,,Brain
ds004109,https://openneuro.org/datasets/ds004109/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 18.00 to 34.00 years,"Patients: 31
Sequences: 31",MRI,Adult,Brain
ds004125,https://openneuro.org/datasets/ds004125/versions/1.0.0,,,,False,,,,"Patients: 15
Sequences: 15",MRI,,Brain
ds004128,https://openneuro.org/datasets/ds004128/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 18.00 to 65.00 years,"Patients: 32
Sequences: 32",MRI,Adult,Brain
ds004129,https://openneuro.org/datasets/ds004129/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 18.00 to 66.00 years,"Patients: 1
Sequences: 1",MRI,Adult,Brain
ds004130,https://openneuro.org/datasets/ds004130/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 18.00 to 66.00 years,"Patients: 1
Sequences: 1",MRI,Adult,Brain
ds004131,https://openneuro.org/datasets/ds004131/versions/1.0.1,,,,True,Task/Data Description,,Age Range: 18.00 to 66.00 years,"Patients: 1
Sequences: 1",MRI,Adult,Brain
ds004134,https://openneuro.org/datasets/ds004134/versions/1.0.1,doi.org/10.1162/jocn_a_01025,,,True,Patient-Level,True,"Avg. Age: 22.72 years
Age Range: 18.00 to 30.00 years","Patients: 36
Sequences: 36",MRI,Adult,Brain
ds004141,https://openneuro.org/datasets/ds004141/versions/1.0.5,,,,True,Patient-Level,True,"Avg. Age: 25.70 years
Age Range: 21.00 to 31.00 years","Patients: 10
Sequences: 10",MRI,Adult,Brain
ds004142,https://openneuro.org/datasets/ds004142/versions/1.0.1,,,,True,Task/Data Description,,Age Range: 18.00 to 50.00 years,"Patients: 10
Sequences: 10",MRI,Adult,Brain
ds004144,https://openneuro.org/datasets/ds004144/versions/1.0.2,,,,False,,,,"Patients: 66
Sequences: 66",MRI,,Brain
ds004145,https://openneuro.org/datasets/ds004145/versions/1.0.0,,,,False,,,,"Patients: 49
Sequences: 49",MRI,,Brain
ds004146,https://openneuro.org/datasets/ds004146/versions/1.0.4,,,,True,Task/Data Description,,Age Range: 0.00 to 17.00 years,"Patients: 417
Sequences: 417",MRI,Peds,Brain
ds004158,https://openneuro.org/datasets/ds004158/versions/2.0.4,,,,True,Patient-Level,True,"Avg. Age: 29.20 years
Age Range: 19.00 to 54.00 years","Patients: 20
Sequences: 20",MRI,Adult,Brain
ds004169,https://openneuro.org/datasets/ds004169/versions/1.0.7,,"for more information, please contact Professor Sarah Medland, QIMR Berghofer Medical Research Institute (https://www","Written, informed consent was obtained from all participants, including a parent or guardian for those aged under 18 years, and the study was approved by the Human Research Ethics Committee at the QIMR Berghofer Medical Research Institute (Ref#P701)",True,Patient-Level,True,"Avg. Age: 21.17 years
Age Range: 12.00 to 30.00 years","Patients: 1202
Sequences: 1202",MRI,"Peds, Adult (>85.35%)",Brain
ds004173,https://openneuro.org/datasets/ds004173/versions/1.0.2,,,,True,Task/Data Description,,Age Range: 18.00 to 66.00 years,"Patients: 148
Sequences: 148",MRI,Adult,Brain
ds004182,https://openneuro.org/datasets/ds004182/versions/1.0.1,,,The study protocol was approved by the University of Reading Research Ethics Committee (UREC; 18/18).,True,Patient-Level,True,"Avg. Age: 25.27 years
Age Range: 18.00 to 37.00 years","Patients: 51
Sequences: 51",MRI,Adult,Brain
ds004187,https://openneuro.org/datasets/ds004187/versions/1.0.2,,,,False,,,,"Patients: 3
Sequences: 3",MRI,,Brain
